174,70,281,5,62,244
33,60,288,81,33,33
26,28,109,54,43,15
15,71,355,355,426,93
15,44,251,31,15,59
140,62,353,77,62,140
57,43,357,43,57,100
30,66,6,30,6,65
179,52,226,62,35,81
65,87,192,56,47,65
8,13,397,8,13,8
132,94,301,80,301,90
157,16,386,386,386,157
17,84,161,17,17,161
52,63,165,30,20,37
176,97,260,4,77,176
77,44,395,13,395,395
95,35,180,86,180,275
10,70,84,50,27,23
109,46,121,109,121,7
61,10,307,61,99,39
149,5,115,115,149,35
64,12,391,391,391,65
73,93,250,250,2,57
59,10,8,59,8,60
13,39,189,91,89,39
27,51,335,80,21,70
20,62,38,58,4,120
7,4,178,43,59,185
15,5,386,82,29,5
115,35,77,77,115,21
59,82,31,82,44,69
152,89,339,428,428,64
174,59,12,174,233,174
61,58,253,19,119,49
37,99,279,73,99,6
75,4,394,77,75,80
109,64,64,65,95,30
11,69,251,11,11,251
69,17,149,149,71,149
151,69,72,21,17,67
175,51,143,226,98,10
144,22,106,50,22,166
0,79,97,79,79,30
123,41,281,88,70,73
94,38,351,94,1,34
49,12,354,354,77,354
19,16,66,69,85,29
101,28,154,28,28,36
190,36,242,66,68,36
84,29,149,84,84,84
144,65,125,65,89,125
141,41,200,35,78,77
76,18,284,46,360,360
66,31,145,40,15,91
173,65,102,92,238,81
42,22,156,66,87,68
120,19,81,27,76,43
69,43,106,83,24,96
116,68,339,63,68,93
101,74,212,53,74,72
92,1,81,17,2,81
1,61,383,61,7,384
154,32,371,154,154,154
88,37,208,64,46,208
12,90,289,96,90,26
133,50,47,5,73,8
56,13,37,13,37,29
19,6,398,26,19,398
35,23,355,11,71,43
137,36,33,36,27,53
187,70,149,187,149,45
190,33,75,75,20,33
8,86,90,80,8,61
53,96,218,218,89,23
144,20,139,144,139,144
67,73,282,53,67,26
116,45,282,41,37,45
190,90,309,499,90,90
105,53,228,158,228,60
197,12,357,5,21,0
89,18,244,244,75,18
171,88,253,253,70,171
93,25,26,44,25,93
190,89,47,190,66,6
187,94,231,46,231,93
18,87,211,87,37,211
90,83,358,91,7,62
175,59,274,175,59,80
58,2,146,59,4,148
131,59,112,243,190,59
91,70,175,91,266,49
106,80,247,247,87,14
96,45,350,52,44,53
178,17,205,55,178,17
197,12,136,197,64,12
37,64,309,346,86,37
102,71,43,16,14,173
127,25,300,66,11,152
118,5,202,59,7,83
81,14,118,14,199,6
3,18,1,12,71,9
85,11,357,85,85,44
190,91,251,85,54,342
100,9,256,50,87,11
165,33,128,128,198,33
99,77,341,341,13,95
173,85,208,27,62,17
161,7,69,7,230,70
180,27,326,96,27,207
65,50,379,80,379,85
158,73,137,38,39,158
51,85,48,85,136,51
151,79,31,79,230,48
56,36,237,36,56,237
161,4,358,4,165,358
66,95,291,99,291,39
7,33,289,46,322,322
60,83,216,57,83,53
13,78,17,78,17,83
97,12,270,97,12,5
33,1,294,1,295,1
157,27,196,184,18,27
164,21,90,70,90,21
126,60,157,217,126,60
62,59,259,121,259,79
199,20,376,199,20,20
61,55,25,78,55,27
64,86,249,46,25,86
182,79,88,81,76,79
81,49,4,40,81,72
101,29,305,29,101,38
92,48,164,82,92,164
41,80,42,42,58,80
5,55,71,84,71,131
87,23,54,110,87,27
185,92,150,37,83,335
6,10,335,6,89,68
193,55,378,378,193,59
186,10,63,66,10,86
139,61,343,73,98,30
98,64,315,315,76,86
107,45,278,47,385,45
79,16,205,56,36,25
143,18,77,90,95,19
141,46,92,92,92,64
196,7,55,67,55,44
56,41,86,62,56,56
86,50,28,50,61,75
96,60,297,1,297,297
136,6,18,56,17,3
87,84,204,204,87,91
22,96,314,74,90,22
118,10,103,10,44,94
44,61,380,61,85,5
78,12,329,59,17,70
140,78,153,50,153,153
34,85,175,34,294,294
80,51,270,83,87,51
18,44,191,24,18,62
175,69,148,175,77,69
187,21,234,187,187,21
184,72,218,218,88,83
155,16,27,16,47,79
70,8,16,98,29,71
156,23,263,31,419,156
24,65,340,16,13,65
76,25,178,25,5,25
10,97,133,133,97,133
95,90,383,78,383,95
120,48,224,120,120,65
104,72,382,19,104,47
168,34,214,248,24,77
67,70,119,80,96,10
15,48,215,69,48,63
45,77,61,61,46,23
164,6,77,8,77,241
116,80,292,292,89,292
174,30,93,174,93,74
40,63,394,497,457,434
112,29,219,58,11,78
100,35,365,22,100,45
2,45,239,32,95,239
71,12,383,383,12,395
67,76,39,51,76,37
21,70,166,63,236,21
26,28,73,28,28,18
44,16,293,66,75,84
59,73,4,4,73,59
97,13,112,5,97,12
155,46,301,94,301,17
131,43,87,89,86,87
20,86,244,86,80,20
140,77,132,93,132,209
8,44,100,100,88,100
162,23,275,89,298,25
191,52,180,77,4,24
158,15,103,15,52,70
71,47,13,71,47,13
186,82,166,434,6,166
161,67,372,9,1,67
98,76,186,91,76,1
56,24,327,56,56,39
191,78,107,107,93,191
120,35,107,35,35,120
156,10,141,11,156,151
36,82,102,64,75,102
121,61,264,64,325,121
19,46,237,237,68,67
143,66,170,143,90,170
150,46,0,46,46,16
16,16,177,177,72,16
46,85,353,85,85,59
120,38,249,38,249,81
156,44,301,16,97,301
14,44,260,260,82,79
192,21,270,291,89,21
129,72,140,80,7,67
10,91,99,83,82,59
140,17,16,70,81,11
153,31,297,297,87,13
105,73,138,73,105,138
153,12,178,16,53,178
74,61,126,62,126,135
136,99,334,136,99,74
79,48,288,336,79,90
147,83,183,87,93,31
27,1,15,27,1,80
154,11,222,71,54,31
171,30,142,35,12,201
143,4,12,92,14,143
144,1,24,34,69,95
127,74,153,153,84,88
178,17,247,178,17,26
13,3,88,2,88,88
91,51,238,13,51,85
99,71,33,56,203,4
70,69,48,86,69,48
23,79,104,79,90,77
125,21,270,270,146,7
181,63,336,63,336,63
19,8,392,8,58,392
33,89,362,35,62,37
72,46,22,22,118,22
86,25,223,223,93,39
54,95,164,95,29,95
36,98,179,98,18,52
117,55,270,94,73,55
81,10,137,10,81,147
58,2,18,19,2,85
156,3,151,0,99,40
131,68,95,23,199,84
50,8,284,8,11,8
177,35,26,35,30,28
80,55,171,59,97,53
182,90,234,16,90,94
99,59,102,68,59,12
168,60,252,35,60,60
115,48,297,297,78,91
49,71,129,71,120,71
56,57,17,113,9,89
177,56,99,49,56,81
64,70,330,400,81,70
26,6,327,63,21,48
24,43,52,38,82,52
193,80,143,143,193,416
170,75,311,90,32,170
169,58,380,169,169,61
179,39,274,179,179,179
114,73,237,310,73,237
62,59,357,63,74,92
186,55,4,4,76,63
17,7,174,17,174,24
130,35,341,35,91,92
120,47,361,79,39,36
38,56,357,98,27,38
131,75,376,131,87,65
34,7,337,337,337,79
97,39,326,32,71,99
20,77,173,77,193,97
107,71,201,71,71,4
179,17,344,36,29,523
167,53,99,11,99,81
53,39,399,399,399,0
104,7,69,37,87,75
172,14,37,62,51,37
173,2,397,75,397,173
115,7,378,4,7,7
150,10,142,152,12,160
59,58,198,58,256,70
153,58,383,58,58,441
14,43,196,10,35,196
128,86,158,26,128,72
129,71,98,169,71,41
66,66,200,40,266,66
1,44,275,18,41,275
19,0,380,399,19,380
123,4,362,123,45,75
17,96,338,34,338,70
25,2,351,2,25,15
189,62,287,51,94,189
129,22,197,129,197,22
124,21,118,124,13,124
122,74,322,51,3,51
162,5,168,19,46,168
42,45,191,42,278,19
37,21,309,63,21,9
198,52,338,390,52,338
171,35,78,8,78,6
33,7,3,72,33,3
99,11,375,375,94,11
125,6,41,57,70,89
24,91,281,34,115,281
152,45,313,52,11,465
55,83,87,41,94,12
98,95,161,161,57,256
11,29,270,11,74,85
0,6,386,386,73,392
9,80,217,4,45,72
171,74,293,74,293,74
112,99,236,211,5,70
100,77,87,87,71,46
103,55,377,55,6,158
167,21,202,77,21,188
52,76,90,76,90,52
17,78,312,312,312,76
18,76,375,375,63,78
126,5,202,5,30,202
193,42,174,42,72,97
36,8,261,68,84,8
121,17,393,92,86,72
7,5,373,373,74,65
38,5,54,54,54,38
110,7,359,7,359,81
57,99,8,13,57,57
67,30,306,306,30,47
118,54,284,118,284,37
194,92,352,546,92,194
43,35,56,12,35,99
118,62,285,48,33,96
165,23,115,23,165,23
57,7,262,319,57,81
48,48,70,86,70,23
139,96,89,82,38,81
159,63,308,72,48,63
125,67,271,125,125,67
116,27,59,27,86,75
149,5,298,40,298,2
89,71,95,95,87,7
89,79,211,55,96,211
13,92,160,252,173,48
39,23,197,197,26,197
113,20,275,113,275,113
87,33,141,87,141,84
147,27,353,61,353,24
100,58,243,243,58,243
196,42,192,42,192,1
3,10,48,48,3,48
135,41,25,160,91,30
6,40,88,79,88,82
30,82,59,89,82,30
95,28,273,35,273,123
169,77,203,17,16,21
51,59,286,12,51,35
186,76,334,57,262,262
5,14,5,89,5,19
172,99,62,172,161,172
91,0,185,96,83,91
57,14,141,14,46,64
55,27,212,17,27,12
97,5,252,96,7,10
102,34,345,50,102,66
31,92,344,375,96,15
160,71,279,279,85,51
82,88,11,170,88,77
109,68,112,112,68,112
97,7,218,18,225,46
186,25,70,32,25,70
80,91,344,344,22,91
173,35,323,92,72,35
132,96,227,66,92,323
196,71,227,267,71,45
82,22,71,80,60,45
118,35,186,221,73,35
168,66,207,66,273,168
34,43,112,43,112,34
184,46,0,80,184,0
95,28,84,28,95,84
81,72,188,72,188,98
197,82,304,304,82,386
193,87,53,46,140,65
139,76,16,76,139,76
4,29,119,29,18,39
51,95,361,361,146,63
63,69,39,63,81,47
27,50,394,30,27,98
8,16,388,16,16,36
125,38,228,38,94,125
165,35,200,200,74,47
182,48,270,318,64,93
47,9,267,17,9,64
146,30,63,30,63,63
191,17,381,381,92,65
45,17,383,400,42,428
111,72,98,72,170,99
19,76,360,35,19,22
16,46,55,36,16,101
148,31,384,68,384,384
141,84,75,21,141,20
13,24,375,388,27,59
127,0,88,127,30,215
146,31,90,31,31,177
151,24,78,29,53,80
153,71,359,12,512,21
80,15,85,95,85,100
22,69,57,68,23,79
18,26,94,67,45,49
158,12,307,68,12,99
12,15,7,97,8,9
32,21,192,97,11,53
170,43,236,43,27,236
19,56,120,89,56,19
160,42,13,13,26,42
82,73,322,21,94,60
137,11,35,89,54,97
32,83,244,83,89,56
160,27,167,27,84,27
163,78,395,78,66,395
159,4,87,87,159,51
158,67,392,392,85,12
99,6,281,51,14,84
21,7,350,51,7,350
193,68,382,261,10,81
31,27,1,18,27,28
87,68,311,66,63,68
37,34,108,37,48,37
74,44,291,365,74,72
80,35,168,80,30,168
22,3,30,71,22,60
144,34,270,78,34,144
112,46,11,11,52,36
41,42,193,15,234,193
49,73,327,49,86,49
56,93,23,23,93,64
40,97,341,137,23,381
195,11,177,61,53,96
120,63,80,72,120,88
190,89,306,306,279,65
34,59,368,99,66,39
102,97,220,88,46,220
155,82,162,64,70,92
197,43,152,35,152,197
196,59,253,196,59,253
149,20,67,50,47,169
22,51,152,70,22,22
34,56,39,34,56,95
95,85,317,180,43,20
122,25,321,62,147,9
84,38,199,38,49,199
71,61,215,71,81,40
134,40,46,46,4,19
198,19,185,198,198,198
16,94,60,56,154,12
14,28,51,99,86,35
39,4,280,73,45,4
110,85,29,36,139,29
37,38,193,80,193,99
115,92,304,304,95,55
183,34,166,93,183,166
122,60,374,55,54,43
136,69,388,136,69,42
124,48,139,1,50,29
163,16,38,19,16,38
125,67,151,67,276,67
170,12,317,16,182,317
116,97,321,46,5,437
194,34,154,154,194,88
88,43,21,43,46,54
137,99,349,94,81,99
145,26,266,87,292,26
2,64,250,250,64,2
66,71,173,42,66,173
119,26,170,30,119,23
189,90,154,22,31,154
121,87,46,83,46,54
99,74,129,99,11,74
70,2,101,43,171,19
149,56,391,391,56,88
161,80,375,88,375,89
180,36,177,393,9,177
192,63,383,66,383,47
95,94,265,265,95,29
187,56,329,14,516,96
43,29,62,78,94,86
26,55,251,251,15,94
123,79,184,184,98,79
29,50,292,79,342,50
36,8,220,39,220,8
137,42,29,42,29,22
3,76,298,76,374,12
151,23,38,62,151,174
65,92,83,92,68,30
40,44,390,40,10,34
158,68,259,50,259,57
44,74,369,74,99,487
161,56,239,56,239,23
15,83,193,83,24,15
12,43,276,74,43,61
29,85,16,29,85,29
131,4,359,131,359,4
123,80,387,86,93,6
38,20,85,53,5,28
11,88,387,88,37,35
136,25,141,14,39,4
95,52,168,1,95,34
181,7,397,397,181,28
189,50,335,50,87,335
160,40,203,203,40,203
160,79,152,94,32,51
102,18,361,78,15,39
79,97,161,79,97,161
171,36,102,171,171,22
33,38,48,48,72,25
177,93,99,11,99,192
150,45,228,54,79,83
173,42,56,173,42,99
79,83,42,35,32,55
110,71,172,46,110,71
62,10,156,62,3,7
124,20,357,124,28,8
12,29,205,29,205,84
174,11,307,47,307,9
51,12,110,51,12,110
123,37,218,218,94,123
17,13,234,234,67,17
139,10,334,2,334,334
111,48,141,141,84,252
113,41,203,203,73,38
179,80,226,14,94,65
67,65,234,65,65,67
67,59,94,80,161,94
125,79,260,83,22,71
138,88,300,88,300,26
23,51,268,39,268,36
106,93,266,81,1,266
43,69,185,63,0,185
33,71,184,18,33,94
46,57,198,198,93,82
148,94,332,148,332,86
95,82,267,95,83,362
192,81,6,87,61,6
2,4,338,2,14,4
50,70,166,70,166,47
85,45,156,55,201,156
49,15,7,19,78,53
57,10,143,143,35,4
178,68,129,129,99,92
171,75,263,65,71,4
174,83,39,29,21,257
180,42,156,20,72,8
48,39,323,5,10,64
41,50,161,73,161,41
25,26,103,70,26,51
49,30,224,95,49,13
126,85,198,85,198,198
92,72,53,125,72,54
39,35,344,25,29,344
128,45,179,56,95,57
89,74,94,74,80,257
101,59,195,254,82,30
74,70,353,4,56,76
47,55,113,31,84,92
177,36,142,142,142,80
75,58,194,29,58,90
54,48,35,54,15,22
53,13,339,13,66,66
13,91,311,311,13,79
115,72,359,115,72,72
63,28,109,63,46,63
133,2,315,2,315,135
8,32,40,80,8,56
16,20,15,83,13,97
134,7,44,134,85,26
171,73,74,13,73,9
102,81,160,102,88,160
163,50,34,163,76,213
11,21,96,128,96,21
80,12,111,20,53,6
17,21,364,74,65,53
189,21,136,210,157,136
61,33,12,73,12,106
179,21,325,21,92,325
134,67,92,84,226,92
13,68,123,123,13,22
109,37,380,78,15,90
8,43,391,8,22,23
66,93,67,41,99,67
134,96,378,47,134,378
158,82,98,48,1,98
33,83,82,95,92,97
155,72,195,40,72,4
93,38,120,26,93,26
55,64,308,64,87,29
22,64,181,181,203,57
28,29,108,29,108,74
78,79,93,171,99,43
112,49,173,49,84,51
117,73,142,142,117,49
129,16,63,93,63,46
177,72,155,72,227,155
143,34,311,75,49,5
119,12,329,131,12,12
95,37,277,37,64,39
162,60,78,138,78,162
87,8,91,85,68,91
92,23,175,74,40,92
75,17,260,71,35,54
103,45,37,37,45,37
155,90,100,155,90,100
146,78,186,146,95,9
176,41,70,59,176,70
181,36,117,181,181,117
107,82,321,428,189,510
130,76,396,9,1,34
158,17,77,97,54,17
104,31,299,37,2,44
94,18,361,58,31,94
51,29,61,29,61,41
87,91,350,350,87,4
145,28,207,28,352,94
50,18,375,375,18,375
6,70,231,3,70,6
137,93,80,6,26,80
110,78,369,110,13,7
76,25,251,89,76,327
158,55,68,55,71,42
180,38,296,19,218,79
75,34,20,37,88,34
148,52,19,52,14,0
140,2,220,142,96,222
109,66,104,85,93,7
28,2,209,2,22,209
16,74,163,253,26,37
90,51,392,90,392,51
136,1,375,375,78,56
135,76,63,76,63,92
111,39,171,171,96,171
56,92,165,3,56,25
187,2,103,103,93,62
132,8,309,11,67,11
79,68,16,79,16,68
0,11,378,1,49,6
135,47,384,384,47,384
103,4,170,170,91,63
31,81,75,36,72,112
22,68,90,22,85,90
156,47,352,156,47,98
181,79,66,83,46,31
83,59,326,142,83,142
47,65,54,56,62,74
16,23,84,56,39,26
159,99,225,11,79,3
182,26,379,15,14,15
22,69,363,69,69,50
27,48,374,27,85,23
186,60,320,60,38,60
107,48,367,31,48,3
71,77,270,37,341,32
171,42,2,80,171,171
26,69,165,69,30,28
75,72,151,151,72,69
190,99,158,158,257,99
136,51,277,58,51,136
78,2,138,78,78,2
66,9,2,66,9,2
154,96,122,96,93,154
150,17,204,150,16,81
131,60,84,23,85,68
151,92,310,92,84,74
30,15,23,38,46,68
190,28,387,31,387,387
188,81,311,15,499,41
173,35,358,173,53,88
154,63,354,22,354,36
148,29,297,12,29,29
73,33,62,62,3,73
174,52,292,52,466,344
152,73,371,4,152,371
174,2,291,2,291,14
17,97,54,37,44,30
95,82,304,3,11,82
186,60,103,163,186,186
156,69,399,69,95,10
89,71,150,160,310,71
165,40,367,165,35,40
41,33,352,33,54,33
164,59,88,72,59,147
196,91,274,29,91,287
59,68,80,139,84,68
13,42,144,83,0,46
90,69,151,60,59,90
86,1,165,165,86,40
115,54,181,169,95,79
55,32,209,60,50,45
11,92,48,11,59,11
99,3,388,3,99,388
192,62,247,77,41,89
167,38,394,394,87,394
174,71,280,71,454,19
168,81,173,55,81,29
80,91,166,80,171,48
147,17,280,280,78,88
192,90,3,192,55,65
178,77,278,28,7,255
136,17,393,91,87,19
48,68,207,65,67,37
187,79,218,6,79,187
196,34,49,46,34,85
29,47,311,311,81,43
116,59,103,24,103,116
40,59,56,99,61,85
179,81,348,608,95,3
165,6,122,122,293,6
0,85,48,48,48,67
100,63,344,58,60,82
10,76,387,397,387,88
144,96,313,313,98,144
12,33,293,38,33,293
81,62,82,62,96,81
20,13,124,13,89,13
197,1,135,333,135,197
80,48,349,94,19,35
70,67,306,84,70,70
84,86,69,11,1,170
75,81,118,118,81,49
145,21,212,357,212,71
148,21,263,21,41,26
108,3,309,108,312,108
62,32,97,97,53,51
103,84,19,103,62,51
85,33,195,56,11,33
95,42,103,95,42,88
110,70,228,42,95,67
166,34,28,77,55,47
70,98,395,98,63,395
170,64,18,46,47,18
136,68,339,35,65,339
73,37,304,304,30,29
24,65,79,79,65,78
80,88,397,3,397,397
132,45,160,160,93,84
144,42,291,44,64,42
148,98,302,98,98,246
142,53,250,3,392,250
70,50,261,84,50,1
92,83,213,62,305,23
186,27,88,54,16,57
92,74,162,91,16,54
43,36,218,63,61,14
114,44,395,395,44,44
18,13,92,92,92,92
45,97,262,262,29,45
34,77,6,97,27,37
61,98,355,453,355,18
104,52,397,1,66,46
71,47,43,71,47,24
27,59,356,37,415,54
26,63,149,149,34,63
63,58,345,94,47,57
57,77,311,311,69,311
13,45,394,13,59,40
143,4,67,67,95,4
18,34,376,77,410,376
119,85,251,99,12,15
155,48,190,35,48,48
171,13,73,58,171,171
159,14,286,23,286,300
105,2,247,4,20,65
12,17,129,129,3,17
57,62,17,39,96,62
153,80,88,80,95,153
57,39,87,57,92,92
4,64,3,19,67,56
79,7,140,7,79,86
88,69,250,44,319,250
87,3,272,0,87,29
183,61,379,88,244,379
118,87,140,118,44,17
140,44,280,77,96,80
139,60,43,139,32,21
163,97,171,171,163,97
74,69,321,5,321,83
122,44,258,122,44,380
194,31,389,389,71,9
23,60,134,20,2,134
69,65,397,13,462,46
35,50,265,300,50,46
114,49,49,53,98,15
106,80,212,106,80,212
45,56,64,45,30,31
26,8,334,334,8,55
115,26,177,6,76,83
121,39,112,71,151,19
48,95,326,48,10,23
165,19,241,45,40,241
163,6,153,85,97,59
165,56,124,165,77,221
118,8,381,381,1,1
130,14,213,82,88,14
133,90,128,13,89,133
131,36,40,131,131,40
199,59,50,83,92,59
62,60,251,76,71,61
91,74,198,74,71,198
157,22,322,71,38,157
114,58,77,36,88,95
120,57,380,32,380,16
82,38,367,19,367,39
51,66,274,58,32,30
172,19,68,87,18,52
88,97,21,109,97,97
38,76,272,76,31,58
172,23,390,74,23,172
131,15,52,45,131,1
29,15,341,29,15,42
106,24,66,27,20,90
30,98,347,30,21,28
132,88,170,27,88,170
132,13,254,94,66,13
156,99,30,156,78,68
150,48,262,85,198,96
170,90,281,260,37,61
195,34,334,40,59,229
162,32,285,13,285,162
162,62,248,82,248,62
144,94,219,219,238,363
106,6,286,91,1,106
92,77,103,15,91,169
179,72,363,363,66,363
193,89,41,282,193,0
80,53,288,53,91,80
177,70,282,53,70,60
63,6,41,75,69,47
3,67,315,315,315,72
50,20,313,70,363,91
196,59,281,281,281,281
146,50,366,34,22,366
122,22,376,56,398,50
15,66,381,15,50,81
136,22,126,46,75,2
164,33,100,197,63,100
93,14,32,43,93,86
75,52,40,52,2,68
111,21,356,111,111,21
194,22,279,11,279,194
6,41,300,72,18,6
54,7,222,98,64,7
99,62,170,42,60,99
61,93,12,38,93,51
135,91,94,83,67,135
171,8,60,8,8,94
23,94,223,80,94,60
76,58,348,43,99,58
81,70,0,5,70,70
141,85,396,141,35,22
3,81,269,350,3,62
44,96,120,164,96,140
67,5,221,60,5,5
181,12,370,12,73,44
64,10,399,25,10,87
169,56,377,377,45,84
108,76,89,48,51,25
35,2,59,21,16,68
120,45,294,13,14,98
83,28,177,83,6,7
154,63,278,45,278,51
83,0,347,430,76,83
151,58,307,36,11,26
72,5,99,5,171,87
196,64,314,314,37,49
197,45,274,88,274,197
3,60,286,3,1,3
11,99,375,26,474,99
185,68,250,54,185,56
28,16,345,12,8,36
7,94,105,51,105,112
42,93,377,93,49,99
90,84,54,84,43,27
121,61,372,59,71,372
64,25,339,94,64,64
15,25,310,25,75,77
12,25,136,92,136,87
85,78,172,78,85,24
197,72,233,28,233,33
104,30,162,51,10,79
30,76,398,428,76,54
61,32,49,39,32,18
198,79,146,146,6,26
187,32,291,32,32,40
143,48,246,48,42,389
187,32,354,31,13,219
188,33,172,172,49,7
86,95,395,37,81,395
192,98,133,99,192,36
111,95,114,111,95,114
52,90,255,255,52,52
114,35,222,81,45,49
53,97,258,63,44,53
115,80,132,55,28,115
128,51,259,11,259,3
178,41,310,310,351,66
42,52,251,303,303,84
164,21,397,397,561,21
42,17,131,6,78,131
120,67,361,67,81,8
124,76,221,63,345,124
48,45,346,346,70,48
156,5,196,201,156,196
48,23,72,1,71,40
125,7,106,50,125,7
127,67,252,127,127,96
119,56,55,56,55,174
51,75,177,51,75,50
9,70,87,87,75,70
146,7,396,7,403,146
27,47,267,267,75,82
152,34,165,34,81,14
152,42,341,7,42,152
63,49,106,2,49,66
123,38,268,123,38,268
104,70,134,48,90,84
143,86,106,75,77,106
140,99,292,49,55,73
13,82,101,80,99,196
118,50,48,48,10,168
89,29,344,29,34,344
151,66,35,43,35,217
129,12,298,30,73,298
75,28,316,28,22,316
170,41,133,170,41,73
188,79,33,188,94,33
131,58,110,7,3,168
49,12,335,55,335,335
48,28,8,28,61,53
193,82,30,46,39,98
8,48,258,48,5,48
161,26,384,26,384,14
64,2,34,29,19,48
199,73,227,73,73,46
