1,790,1,183
297,130,1861,01
7,590,1736,3
150,141,41,1067
6,17,86,1724
1,9,1793,22
104,8,93,3
513,1704,3,7
9,098,15,143
65,935,4,1
9,117,10,3
733,1116,468,132
1719,1,3,968
1,3,5,260
1,5,992,538
3,1878,3,3
4,591,1230,032
133,513,1,1203
1977,17,23,112
9,1586,6,456
1,4,073,1
1362,0,63,3
840,88,3,120
54,193,55,1
49,3,3,2
12,824,47,1046
90,3,927,943
55,3,16,44
290,19,9,56
9,1194,1287,6
3,135,3,252
1649,3,25,7
8,9,75,04
198,1495,0,1300
6,72,5,995
207,60,41,59
5,0,298,3
0,45,1747,11
3,16,7,549
1,0,7,402
639,017,10,831
84,469,8,15
521,29,4,241
291,3,202,439
137,496,6,107
1,17,91,3
4,3,62,95
9,1,8,02
935,5,160,927
6,1769,1,4
783,84,560,138
41,137,3,9
54,43,990,1968
43,131,3,3
3,206,2,1840
1537,733,973,2
46,52,3,2
93,061,638,3
09,16,46,991
728,6,53,10
1504,1,1991,567
2,713,447,41
18,91,13,1
9,3,281,594
4,25,178,9
792,25,12,0
05,3,120,74
121,16,3,4
14,3,13,4
50,3,76,101
78,4,1038,83
175,3,3,496
441,47,1,17
1155,40,18,492
1,6,7,643
9,418,8,582
10,4,1885,5
577,138,4,3
3,1323,1277,91
1,62,181,7
903,3,536,462
1,4,94,925
4,1,1,591
53,13,046,82
140,410,1,941
10,171,426,99
771,3,7,95
1,4,5,163
3,194,6,4
149,24,1,4
80,245,3,06
139,2,540,48
2,954,112,901
121,44,19,3
254,017,593,0
542,607,1480,19
11,8,3,493
5,11,1381,891
4,99,4,694
1,178,3,08
3,51,3,3
1169,9,9,80
1162,01,882,793
2,3,51,1
69,14,06,43
600,113,104,690
17,3,94,13
19,488,405,5
97,3,53,176
54,1468,450,1
7,8,07,3
59,658,187,484
553,1,27,1
96,9,7,4
1710,92,48,90
511,19,3,6
4,3,434,410
1526,1605,1816,3
1363,268,14,1345
22,521,12,8
4,512,1582,1412
3,4,9,433
19,4,692,4
194,41,51,180
815,4,8,421
43,58,49,288
1,20,3,3
139,1742,3,56
136,1,588,126
40,3,832,5
97,1216,13,1780
11,6,1529,05
1941,864,902,18
1765,45,93,549
141,5,715,2
1733,11,978,3
49,7,696,19
3,126,4,460
1861,082,105,563
952,4,64,42
7,162,3,757
4,8,876,7
9,3,4,771
22,3,20,0
6,0,26,924
5,0,52,6
964,450,1,17
3,0,0,67
3,177,5,9
85,3,4,1
3,4,194,024
1109,55,8,159
52,814,1917,295
407,1,65,47
278,5,450,5
3,1,826,181
029,7,174,07
54,79,3,5
237,979,41,4
62,544,191,40
9,5,14,1479
876,40,27,25
1,1559,3,579
5,409,954,3
15,6,145,161
5,1,3,19
450,1,076,7
61,3,19,17
418,43,1168,1881
3,11,6,3
18,3,408,55
772,400,81,43
4,1393,4,3
9,6,187,28
42,64,941,4
19,9,1,4
1058,4,15,6
175,3,3,3
1479,43,917,9
8,65,875,3
99,3,216,14
2,131,2,80
41,144,1247,3
10,92,1,3
117,9,9,755
67,96,9,19
960,480,52,583
1786,5,52,534
1,1107,29,129
3,146,1,100
1432,5,3,11
17,186,1451,3
80,123,98,85
577,402,1948,937
521,1629,1281,5
138,114,16,3
80,054,5,194
967,19,03,9
899,1,432,15
3,666,1839,19
279,148,1469,279
1,78,842,54
1406,8,5,1214
5,28,1694,2
724,530,3,460
588,459,1041,3
18,14,1,20
4,7,3,19
85,23,6,142
14,75,19,920
3,1,1734,78
056,419,4,518
16,242,119,1
4,1,619,41
50,1,204,4
4,184,519,40
8,6,938,739
884,57,1398,3
63,445,696,1
8,808,15,1
075,1,14,3
575,1,443,97
4,152,52,1
120,01,9,3
9,88,1367,3
1566,15,5,1994
1,1374,661,121
847,473,539,9
18,280,1436,411
110,15,1,80
17,270,579,11
012,255,5,16
496,100,3,266
43,1597,8,1
4,9,147,3
3,140,6,636
1,510,154,4
0,009,1,62
126,833,923,442
52,106,3,964
112,88,4,3
192,64,1,798
91,56,155,07
986,15,15,8
1588,93,3,1142
15,80,3,3
3,88,3,4
44,955,036,1
48,1027,5,1
1,65,14,27
7,548,3,3
4,57,3,402
60,15,64,3
59,41,63,3
14,142,602,903
1,79,3,1429
1,677,28,470
067,473,13,472
1394,8,93,1
964,3,4,254
3,047,1601,4
1233,4,515,1
4,5,799,1
2,3,43,535
3,42,434,9
198,756,73,1322
25,458,45,9
1189,73,0,128
17,50,3,13
870,27,3,77
220,60,92,5
6,51,9,4
141,256,18,4
6,3,85,3
45,762,952,685
5,1,7,822
05,6,291,3
1338,198,8,54
3,85,13,3
15,9,83,814
216,72,901,936
089,4,018,8
43,0,282,95
3,1610,3,15
60,473,5,4
13,195,1242,4
422,90,3,135
4,21,907,3
292,5,3,93
413,3,135,3
1613,16,15,193
54,189,95,140
407,488,6,68
3,570,9,3
21,4,1651,3
18,538,50,077
3,1794,4,5
09,599,75,40
9,107,21,1398
1056,424,98,46
3,14,6,1176
1176,3,08,4
07,13,1660,907
9,89,754,3
144,41,3,0
576,198,1,3
3,3,3,3
3,19,24,627
48,225,292,862
3,81,44,648
79,91,3,55
508,16,1207,429
0,95,719,958
5,1956,56,29
44,930,3,196
96,12,713,509
1,958,726,3
135,45,83,28
270,3,1340,6
3,4,09,110
46,3,5,740
3,3,169,796
487,447,904,4
40,660,5,28
1,19,117,8
2,1,4,24
15,50,26,49
13,3,10,3
453,5,15,3
3,1582,7,1
8,95,410,528
1,4,131,9
463,3,79,3
454,8,13,1946
1445,298,104,2
238,92,5,54
02,47,8,147
6,2,1505,1
198,1,1673,434
1,28,591,949
1943,5,64,11
409,42,79,747
6,487,208,1953
3,783,640,50
3,72,218,3
1,1754,6,54
01,5,63,0
0,955,533,3
69,13,1112,3
569,3,1629,1547
133,03,597,15
13,4,5,122
92,294,3,420
5,99,148,3
15,52,154,1534
1,2,3,425
58,8,595,00
3,488,205,779
42,131,614,11
3,1339,44,960
3,258,19,3
1662,97,12,3
455,3,6,5
3,9,23,1
8,14,975,052
478,844,993,3
5,23,410,124
14,1374,1061,2
1,2,0,097
974,1878,8,516
59,1527,49,1
16,7,949,5
58,9,9,457
47,5,543,3
447,3,1282,60
114,260,47,4
1,18,4,51
63,4,965,160
1,1991,1,9
3,3,98,90
44,118,141,91
3,72,4,524
118,848,953,1113
6,8,3,95
14,96,417,64
04,75,1,1541
1433,530,1428,19
1715,085,3,19
3,932,906,3
3,6,1,548
1,1802,50,1757
17,83,88,456
129,1227,3,679
413,3,1319,5
12,110,12,4
3,3,17,5
275,3,2,3
6,1801,448,414
23,47,7,165
1375,761,1278,3
1,665,687,1935
02,677,762,181
2,73,158,151
48,5,103,5
0,0,81,8
1484,8,1,3
96,1,705,77
96,617,172,184
7,184,14,1
84,847,1208,4
490,3,3,687
15,1837,143,6
96,5,904,6
15,48,4,867
66,43,1378,166
5,95,1825,3
1113,96,3,10
77,29,58,5
087,16,19,4
3,4,41,11
531,16,12,46
495,899,1047,1905
5,281,42,4
88,3,8,1
3,21,514,3
41,537,3,3
940,1,404,3
1267,161,3,80
115,437,01,243
3,80,49,918
196,134,3,686
3,17,70,050
1919,143,12,5
9,498,1740,1254
3,144,1,2
1,452,194,1276
15,147,6,99
1843,4,3,071
606,147,90,3
25,11,19,997
51,1,1539,23
119,1366,6,3
6,3,41,1198
3,18,17,3
193,408,3,52
15,7,234,15
24,6,430,3
1,1611,473,7
09,746,106,1
5,1977,14,636
1,5,63,3
4,86,895,13
1,139,3,148
58,21,1,13
434,13,16,82
273,4,4,98
1441,4,47,3
1760,004,9,15
15,3,2,435
191,871,60,577
0,183,58,14
3,966,3,431
04,1279,8,6
6,1420,635,1
973,179,197,12
9,3,013,550
229,22,140,55
1,14,191,97
5,11,433,3
1931,3,2,515
217,139,1,517
3,0,4,5
57,68,18,430
4,79,99,1
2,969,3,799
1,3,0,4
260,3,7,165
1573,2,87,941
8,53,6,6
8,49,3,1
1948,1,402,41
1526,12,4,05
1770,3,1,9
29,1,10,67
3,9,63,61
57,793,1514,945
755,1361,12,07
81,6,232,4
3,97,4,956
3,3,033,7
572,414,6,3
9,3,49,6
182,608,92,112
110,112,155,46
1984,4,3,140
3,4,563,052
3,9,289,44
159,741,3,08
50,14,1633,738
51,450,18,06
3,9,23,62
00,8,860,0
1,1,1919,5
42,4,134,237
3,451,47,1401
49,4,250,1
13,236,69,3
813,1502,13,913
3,5,76,42
4,0,26,41
14,1254,603,85
591,1715,424,8
792,206,57,15
1005,13,09,6
1861,3,7,9
9,6,159,4
4,2,3,19
153,49,1808,227
1,1,131,4
3,582,18,2
1101,91,505,1
1325,3,3,9
47,1539,13,9
844,1,18,1
51,475,1,5
171,45,9,1875
15,1542,410,3
433,813,259,535
9,7,47,487
1477,1292,16,5
11,982,749,9
3,409,3,82
75,1,21,4
7,43,3,129
117,8,137,1
1,1585,95,3
1,4,1464,495
49,41,2,451
1076,1,1,859
1,14,3,1
21,4,1,15
6,18,908,18
92,01,1574,250
3,78,47,49
247,19,1,96
8,17,3,26
3,5,5,80
1,250,03,57
4,3,566,128
403,485,3,865
26,3,41,126
3,3,252,3
1252,3,693,933
418,14,43,975
586,15,4,57
523,8,3,14
135,9,1,1
4,3,7,549
41,8,4,1
1977,3,1,50
13,476,41,4
3,930,8,24
4,412,5,213
19,7,1,77
526,1837,14,59
19,9,0,3
738,43,932,3
18,41,153,05
3,166,47,822
4,1842,1,3
62,48,0,1
3,5,3,1
1,94,7,99
4,19,45,3
53,3,3,83
11,968,549,138
213,09,4,1516
269,9,465,222
6,1,18,8
25,1077,585,432
904,1846,036,5
75,239,57,6
1,57,82,132
14,4,912,1
3,1298,130,3
595,400,75,7
591,1438,83,5
413,6,25,3
3,1,5,98
5,1,1324,283
59,143,3,19
019,912,138,2
51,1124,2,43
4,156,2,100
413,4,12,3
3,0,3,54
132,5,3,2
1264,2,4,004
3,654,598,53
147,1490,953,5
98,3,3,661
0,14,6,111
5,15,3,9
4,199,81,851
1,53,642,3
242,158,1,550
444,5,81,44
119,11,1,4
7,3,1595,18
88,115,2,228
41,182,5,97
623,8,1,8
833,127,1977,3
1,1,1,3
17,9,893,156
4,180,49,96
1,95,9,3
540,1385,18,1
444,01,8,143
518,18,453,7
509,587,968,1817
4,64,1,163
1464,59,1,14
577,3,831,0
043,5,106,74
3,1478,556,487
8,3,9,511
6,572,054,49
3,3,3,3
3,13,55,3
5,11,504,19
3,1618,147,3
3,3,54,1346
8,26,940,3
3,5,0,3
5,94,9,42
56,567,1382,153
83,23,18,68
28,1375,626,7
1960,4,3,3
1,22,67,57
12,2,1232,45
63,99,128,15
8,3,4,837
99,15,1128,828
3,0,2,1116
08,940,118,11
80,3,3,117
933,5,13,1834
4,16,3,18
11,3,51,417
14,1,49,18
50,28,1,9
998,4,97,51
44,62,1982,897
172,51,209,11
1,163,19,618
3,640,75,89
425,5,907,3
3,50,45,1
482,1373,51,1497
223,16,8,1
1,147,6,93
2,5,10,2
626,126,3,1673
948,146,920,440
12,2,3,664
72,22,19,11
167,1081,5,624
3,264,89,51
65,1,40,97
11,51,67,24
1340,460,3,135
848,646,3,7
3,142,784,89
1478,1,3,45
47,3,50,5
511,18,2,4
1929,1,2,75
42,5,9,27
94,931,110,1
119,1824,774,459
13,4,987,1
00,521,45,3
4,1,64,3
3,190,595,197
3,43,94,8
11,11,1,746
1524,42,040,985
3,1798,242,441
3,3,4,45
102,3,0,48
47,1,95,951
153,2,1268,759
13,164,2,196
581,478,6,194
1,3,47,8
1,6,9,414
3,3,138,7
2,420,3,7
5,15,459,93
12,591,57,3
193,99,1314,259
95,979,1602,3
240,42,3,3
1195,9,202,3
58,948,47,243
412,162,3,587
17,1285,171,3
7,185,6,7
19,413,4,48
644,2,112,84
675,1372,864,5
130,491,5,1264
531,14,140,1
98,77,969,51
206,12,0,164
1266,4,217,1
40,68,9,46
1715,4,18,5
15,978,838,1301
4,98,411,007
43,3,16,3
5,3,247,2
3,5,6,91
188,56,13,6
3,1031,77,12
1358,4,40,5
409,20,1109,19
182,1652,3,8
1434,225,1882,13
3,1,16,3
138,3,1,484
158,54,9,161
47,5,3,590
1,1099,1346,142
9,1809,586,1
941,426,3,97
15,1753,418,14
630,5,16,1364
903,14,2,243
3,45,42,55
1768,86,3,980
19,1695,15,1537
89,8,910,968
4,753,4,14
6,120,998,4
8,5,65,175
178,3,4,56
1565,1406,0,1702
168,962,152,1
4,20,844,6
1515,4,1897,42
4,7,97,12
4,13,22,7
1360,4,5,3
470,58,45,14
723,56,47,3
3,3,056,816
18,50,1,195
441,269,6,8
758,952,519,29
056,980,1,18
8,1987,53,43
3,431,6,3
9,4,1067,1857
3,1,10,5
2,423,153,1853
13,80,403,9
1,4,121,145
3,1345,1,13
1368,3,9,74
5,1373,852,1842
11,3,18,589
430,590,99,3
6,2,789,3
462,187,3,15
97,4,11,569
8,468,821,69
1387,1,5,68
3,1,3,13
51,190,182,93
664,3,13,1249
144,526,171,689
3,869,1094,211
237,14,1104,130
84,213,644,183
2,497,4,23
64,56,6,080
590,418,882,9
6,4,538,1451
713,12,8,405
8,3,1,72
12,135,11,13
1454,3,3,1975
516,23,97,9
3,3,457,119
1908,3,1840,14
45,4,0,134
1,724,7,851
283,91,1624,113
4,986,149,196
1168,855,1,15
10,8,1710,153
3,1,19,67
1497,114,044,48
152,1,463,1662
505,569,98,5
1350,6,8,95
132,599,4,1
16,53,14,11
1278,433,1,89
8,189,3,596
1,21,3,3
92,471,1468,16
43,1,417,916
4,4,9,1
449,1956,113,1
153,3,1696,3
73,108,5,90
1,4,4,113
3,731,1949,112
1,509,8,798
1331,413,16,42
1447,4,13,97
23,7,59,14
13,3,16,4
184,422,1222,8
62,822,28,592
15,55,5,282
29,3,3,1
2,68,109,19
482,1,3,1482
76,3,1,3
176,0,067,3
4,898,622,858
3,17,3,148
7,3,99,64
157,451,404,53
546,18,188,172
913,9,8,10
694,895,12,3
3,488,405,2
05,9,5,4
1437,42,3,14
5,65,1,49
21,16,237,56
95,153,44,8
13,1,630,4
40,48,3,14
1,59,55,3
20,61,824,1747
196,3,28,1419
4,1895,15,13
05,754,535,13
5,42,1210,7
2,73,3,65
1289,3,1145,1646
4,689,3,50
47,1,87,416
4,239,001,465
1252,3,11,0
2,8,18,4
2,2,741,138
53,12,539,496
6,81,46,1942
54,461,460,3
99,76,8,1
93,2,917,5
0,61,1099,54
1894,43,05,93
18,8,52,95
01,738,85,059
42,1330,3,54
3,51,88,5
532,55,44,41
91,232,55,772
3,45,578,4
50,193,449,3
136,59,119,189
27,1362,4,3
19,147,2,1
1,048,3,4
766,10,1,1
80,4,723,17
92,190,52,185
59,1,9,1536
236,3,57,425
2,1792,3,96
58,4,3,63
41,87,1,10
1957,997,13,66
50,4,475,1668
7,3,124,3
412,4,60,14
66,14,28,260
40,3,3,13
840,7,84,1
43,424,1,40
5,06,791,1
15,5,4,437
5,19,1,44
110,3,51,14
147,150,177,173
8,172,687,3
17,431,18,1194
3,1715,3,1663
2,497,154,4
77,1781,1,3
58,29,3,1663
2,764,9,4
92,96,9,52
733,1363,1,5
1519,498,3,1894
1,4,91,3
59,412,3,40
60,5,3,3
18,3,3,12
4,18,7,1122
601,97,767,115
3,8,04,4
1185,69,11,637
18,8,8,15
846,11,149,695
5,25,401,441
1,1,1000,2
4,1,12,18
23,551,41,538
1837,3,3,897
1005,49,509,111
26,1389,3,927
4,041,1,95
1,634,128,4
7,982,145,992
47,1,18,454
3,077,6,7
79,428,226,1010
1,134,3,444
602,13,102,897
534,1,13,6
3,3,54,126
98,5,80,1
198,98,19,3
965,1792,166,4
6,29,1839,490
9,11,3,149
3,17,48,123
116,1,10,407
96,283,1367,1925
48,3,94,201
10,44,3,140
28,672,5,3
6,187,1,1
6,26,3,410
6,642,1194,19
1505,20,9,1660
1894,3,462,14
67,3,9,121
1355,4,3,578
48,3,1149,1122
11,7,993,11
1510,6,24,3
55,10,1,1
3,5,1764,3
411,23,1723,6
7,59,41,3
9,41,247,14
412,58,133,176
140,7,4,822
1,1,585,4
5,3,2,422
4,584,47,10
44,9,3,555
4,7,6,1
3,27,223,42
41,8,962,8
196,97,2,3
57,55,11,3
470,846,150,3
8,5,18,195
11,861,970,8
19,110,15,1106
575,5,966,17
53,1636,1,3
166,19,1187,427
410,26,776,54
2,1648,57,9
70,42,134,3
4,763,42,157
42,886,203,3
3,496,26,541
154,55,61,3
3,697,1,40
10,1,17,403
199,426,69,0
1948,1660,617,039
20,56,1157,431
5,3,1687,070
11,401,3,125
1,93,101,134
225,037,427,7
141,51,1,5
457,411,14,1729
1219,11,569,1
18,12,271,4
1452,439,3,13
667,29,0,13
684,242,58,117
6,1936,3,12
4,072,14,3
1,101,953,1945
3,56,59,1
8,75,3,642
183,289,161,7
47,9,1,159
4,042,42,1
193,116,56,5
1356,512,75,898
010,3,5,1645
1,594,3,3
41,61,2,497
0,5,1402,3
1126,4,790,16
5,1007,2,6
550,53,6,10
9,9,1,049
4,3,2,151
196,15,526,58
616,743,219,45
3,3,736,13
50,9,1896,53
77,12,18,446
103,4,101,1
67,25,962,4
50,1,549,3
3,913,03,07
3,62,3,6
04,8,41,41
49,75,2,2
121,794,726,8
4,18,81,9
5,16,0,517
17,3,10,84
699,5,0,157
440,557,425,1308
3,5,4,188
13,10,504,56
4,16,18,43
441,1941,55,8
1144,14,298,628
93,681,1096,592
7,41,176,1478
1,402,045,486
25,41,1551,14
600,3,1,3
9,1013,4,1458
3,1899,493,099
3,7,874,91
9,3,6,556
55,5,3,936
15,15,26,49
83,56,3,135
43,781,1530,828
9,574,1111,2
4,77,1982,5
18,9,699,41
3,043,29,580
450,1,483,1
1892,8,3,3
586,7,1340,4
46,10,459,97
494,51,27,1291
474,14,17,2
1671,3,936,3
29,3,988,1188
22,77,13,450
3,1,1622,45
3,5,1,9
3,80,178,1386
140,6,100,52
3,25,3,192
1,44,6,259
451,495,224,442
866,4,1525,3
3,64,192,3
7,1,7,1008
147,991,51,1
63,118,477,22
4,696,400,565
4,5,65,57
814,81,2,54
1393,200,3,237
179,3,4,3
15,3,1,44
4,17,421,144
18,3,13,49
1,966,89,46
6,3,413,46
15,17,2,8
76,5,449,213
3,12,4,152
57,165,546,43
1,3,6,464
177,139,78,605
6,1049,9,3
7,58,058,1
3,555,619,432
2,748,1985,1952
92,22,5,41
108,116,79,021
937,16,933,610
220,1343,4,16
04,95,1725,798
110,1,1168,49
92,5,3,617
14,52,1,473
469,85,1814,6
5,8,8,42
51,454,151,897
6,3,04,53
1,1,1,1
4,1181,508,48
7,1,158,93
70,570,56,18
127,160,1,45
3,116,0,863
3,850,9,52
03,93,1077,5
5,29,430,6
4,1436,1,030
2,3,180,0
458,128,98,2
1184,1355,454,262
45,80,724,51
1,3,1169,6
19,3,80,1
1102,01,2,1
1,701,5,1
861,2,769,17
99,1900,3,3
97,538,1,3
6,206,3,19
3,29,8,1229
3,7,259,3
95,3,96,3
1,1076,3,3
6,1831,5,4
92,3,2,2
4,2,1,52
1313,1,14,66
435,1,1394,115
1,3,4,153
1,3,1568,25
3,88,00,3
415,72,949,1879
709,4,41,1376
1640,591,4,144
568,91,58,3
5,1223,210,043
8,474,11,10
1,427,1,2
91,432,3,43
1,847,3,58
1483,48,1259,167
143,580,03,4
43,7,4,1351
96,451,13,1
3,2,12,04
48,5,3,3
